,rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
1348,m/abraham_lincoln_vampire_hunter,Walter Chaw,FALSE,Film Freak Central,Rotten,0/4,6/21/2012,[Bekmambetov's] name above the credits is fair warning; shame on me for not heeding it.
1349,m/abraham_lincoln_vampire_hunter,Mick LaSalle,TRUE,San Francisco Chronicle,Fresh,4-Mar,6/21/2012,"Walker is a tall, lean guy with a big hat who can swing an ax. What else can be said?"
1350,m/abraham_lincoln_vampire_hunter,Stephanie Zacharek,FALSE,Movieline,Rotten,10-Apr,6/21/2012,"It's not every day you see a movie and ask yourself, ""Why does this thing even exist?"""
1351,m/abraham_lincoln_vampire_hunter,Scott Bowles,TRUE,USA Today,Fresh,2.5/4,6/21/2012,"Despite its factual dismemberment of the movie's namesake, Hunter bristles as summer action fodder. Honest."
1352,m/abraham_lincoln_vampire_hunter,Brian Orndorf,FALSE,BrianOrndorf.com,Rotten,D+,6/21/2012,"The feature doesn't have the twinkle in its eye to accurately blend SuperLincoln with TrueLincoln into a loving, ax-swinging whole."
1353,m/abraham_lincoln_vampire_hunter,Nell Minow,FALSE,Beliefnet,Fresh,B,6/21/2012,It is surprisingly absorbing for an idea that sounds like it could easily be all concept and pointy teeth.
1354,m/abraham_lincoln_vampire_hunter,Todd Gilchrist,FALSE,Chiller TV,Rotten,,6/21/2012,"An ugly, unwieldy, hurried, machinelike monolith that oozes style without any sense of intelligence, pacing, or coherence"
1355,m/abraham_lincoln_vampire_hunter,Joe Morgenstern,TRUE,Wall Street Journal,Rotten,,6/21/2012,Someone forgot to tell the filmmakers ... that the movie was supposed to be fun. Or at least smart.
1356,m/abraham_lincoln_vampire_hunter,Kenneth Turan,TRUE,Los Angeles Times,Rotten,5-Feb,6/21/2012,"Given the subject matter, an exercise in delicacy and restraint was unlikely, but it's too bad that the film's concept is way more entertaining than what has ended up on-screen."
1357,m/abraham_lincoln_vampire_hunter,Manohla Dargis,TRUE,New York Times,Rotten,5-Feb,6/21/2012,"""Abraham Lincoln: Vampire Hunter"" is such a smashing title it's too bad someone had to spoil things by making a movie to go with it."
1358,m/abraham_lincoln_vampire_hunter,Katey Rich,FALSE,CinemaBlend,Fresh,5-Mar,6/21/2012,"Your mileage, as with any movie crammed with unintentional laughter, may vary, but there are performances and some spectacular fight choreography that ought to keep anyone's interest."
1359,m/abraham_lincoln_vampire_hunter,Ian Buckwalter,TRUE,NPR,Rotten,3.5/10,6/21/2012,"To say that it's an exercise in style over substance is perhaps an overstatement, in that it suggests there's any substance here at all."
1360,m/abraham_lincoln_vampire_hunter,Peter Keough,FALSE,Boston Phoenix,Fresh,2.5/4,6/21/2012,"With a title like this, don't expect a PBS documentary."
1361,m/abraham_lincoln_vampire_hunter,Staci Layne Wilson,FALSE,Horror.com,Fresh,,6/21/2012,How much you like Abraham Lincoln: Vampire Hunter will be predicated quite a bit on how much you like Timur Bekmambetov's movies.
1362,m/abraham_lincoln_vampire_hunter,Peter Bradshaw,TRUE,Guardian,Fresh,5-Mar,6/21/2012,"Bekmambetov directs with gusto, and the forthright absurdity of the story, combined with its weirdly heartfelt self-belief is winning."
1363,m/abraham_lincoln_vampire_hunter,Joe Neumaier,TRUE,New York Daily News,Rotten,5-Jan,6/21/2012,"This insipid mashup of history lesson and monster flick takes itself semi-seriously, which is truly deadly."
1364,m/abraham_lincoln_vampire_hunter,James Verniere,FALSE,Boston Herald,Rotten,D,6/21/2012,"'Abraham Lincoln: Vampire Hunter' is exactly what it sounds like: a CGI-heavy, eye-watering slice of B-movie cheese for the least discerning, most credulous appetites."
1365,m/abraham_lincoln_vampire_hunter,Henry Fitzherbert,FALSE,Daily Express (UK),Fresh,5-Apr,6/21/2012,"It's exciting, witty and very well-cast with some memorable set-pieces and a tight, suspenseful plot."
1366,m/abraham_lincoln_vampire_hunter,Laura Clifford,FALSE,Reeling Reviews,Rotten,D,6/21/2012,"...this year's ""Jonah Hex"" as made by a bunch of videogame developers working with twenty year old technology."
1367,m/abraham_lincoln_vampire_hunter,Peter Travers,TRUE,Rolling Stone,Rotten,1.5/4,6/21/2012,"The acrobatic repetition bores you breathless. Spare Benjamin Walker, who deserves to go on to better things. But the movie deserves a stake through the heart."
1368,m/abraham_lincoln_vampire_hunter,Marc Savlov,FALSE,Austin Chronicle,Fresh,3.5/5,6/21/2012,"Abraham Lincoln: Vampire Hunter has heart to spare, and the occasional silvered bayonet to run it through."
1369,m/abraham_lincoln_vampire_hunter,Jon Niccum,FALSE,Kansas City Star,Rotten,2.5/4,6/21/2012,"Most filmmakers would render this ""Road Warrior""-style finale with a little wink and nudge, but Bekmambetov chooses to stare down the material. It straddles his Civil War tale between Chancellorsville and Cartoon Land."
1370,m/abraham_lincoln_vampire_hunter,Joe Williams,TRUE,St. Louis Post-Dispatch,Fresh,3.5/4,6/21/2012,"""Abraham Lincoln: Vampire Hunter"" is a blast, the best action movie of the summer."
1371,m/abraham_lincoln_vampire_hunter,Justin Chang,TRUE,Variety,Fresh,,6/21/2012,Abraham Lincoln: Vampire Hunter is a Civil War-era actioner of questionable taste and historical accuracy but surprisingly consistent entertainment value.
1372,m/abraham_lincoln_vampire_hunter,Glenn Kenny,TRUE,MSN Movies,Rotten,5-Jan,6/21/2012,"It constitutes a moral sin, if not an outright moral crime, and commits a grave insult against history."
1373,m/abraham_lincoln_vampire_hunter,Emanuel Levy,FALSE,EmanuelLevy.Com,Rotten,C,6/21/2012,"Though original, this is a strenuous effort to combine the conventions of two genres, the historic epic and vampire, resulting in tale in which the tone and mood change from scene to scene."
1374,m/abraham_lincoln_vampire_hunter,Barbara VanDenburgh,TRUE,Arizona Republic,Rotten,5-Feb,6/21/2012,"The problem with movies based on a single joke is that a single joke is rarely funny enough to sustain the running time of a feature-length film. And with ""Abraham Lincoln: Vampire Hunter,"" the whole joke is in the title."
1375,m/abraham_lincoln_vampire_hunter,Nick Schager,FALSE,Slant Magazine,Rotten,2.5/4,6/21/2012,Timor Bekmambetov doesn't need to make his material overtly wink at the audience because his conceit is itself enough of an obvious dim-bulb joke.
1376,m/abraham_lincoln_vampire_hunter,James Berardinelli,TRUE,ReelViews,Rotten,2.5/4,6/21/2012,"The concept of Abraham Lincoln: Vampire Hunter is worthy of a good chuckle or two, but the execution proves that sometimes a clever title does not beget a production of equal value."
1377,m/abraham_lincoln_vampire_hunter,Ty Burr,TRUE,Boston Globe,Rotten,4-Jan,6/21/2012,It's a sin against entertainment.
1378,m/abraham_lincoln_vampire_hunter,Tim Robey,TRUE,Daily Telegraph (UK),Rotten,5-Feb,6/21/2012,"When 3D dust-motes and train-engine sparks are the most tempting things to look at, something has failed."
1379,m/abraham_lincoln_vampire_hunter,Edward Douglas,FALSE,ComingSoon.net,Rotten,10-Jun,6/21/2012,A strange mash-up that doesn't entirely work but offers enough entertainment value that it never feels like a complete waste of time either.
1380,m/abraham_lincoln_vampire_hunter,Nigel Andrews,TRUE,Financial Times,Rotten,0/5,6/21/2012,It is the best title of the year and will almost certainly be the worst movie.
1381,m/abraham_lincoln_vampire_hunter,Brad Miska,FALSE,Bloody Disgusting,Fresh,5-Mar,6/21/2012,"While the character development & screenplay are a complete mess, ALVH, at times, is an incredibly interesting movie [with] some brilliant CGI work & incredible choreography.."
1382,m/abraham_lincoln_vampire_hunter,Chris Hewitt,FALSE,St. Paul Pioneer Press,Rotten,4-Feb,6/21/2012,"There's no getting around the fact that this is a straight-faced drama that feels like it should be a satirical comedy/adventure. And as Lincoln himself observed, a movie divided against itself cannot stand."
1383,m/abraham_lincoln_vampire_hunter,Roger Moore,FALSE,Tribune News Service,Rotten,1.5/4,6/21/2012,"""History prefers legends to men,"" Abe narrates from his diary. Writer, director and star have conspired to give us none of the above - not the history, not a compelling legend, and certainly not Lincoln the man."
1384,m/abraham_lincoln_vampire_hunter,Graham Young,FALSE,Birmingham Post,Rotten,5-Feb,6/21/2012,"Some of Bekmambetov's action sequences are spectacular as you would expect, but they are also wholly lacking in any sense of peril or jeopardy."
1385,m/abraham_lincoln_vampire_hunter,Richard Corliss,TRUE,TIME Magazine,Rotten,,6/21/2012,"The historical epic and the monster movie run on parallel tracks, occasionally colliding but never forming a coherent whole."
1386,m/abraham_lincoln_vampire_hunter,Kate Erbland,FALSE,Boxoffice Magazine,Rotten,2.5/5,6/21/2012,It's not nearly as snappy or campy as it should be-though its self-seriousness is its own kind of entertainment.
1387,m/abraham_lincoln_vampire_hunter,Michael Phillips,TRUE,Chicago Tribune,Rotten,4-Feb,6/21/2012,"It sounds fun. It's a little fun. For a while. But Bekmanbetov shoots every killing spree like an addled gamer, working that slow-down-speed-up kill-shot cliche like a maniac."
1388,m/abraham_lincoln_vampire_hunter,Rene Rodriguez,TRUE,Miami Herald,Rotten,4-Jan,6/21/2012,Enormous in its scope and colossal in its stupidity.
1389,m/abraham_lincoln_vampire_hunter,Jordan Farley,FALSE,SFX Magazine,Rotten,5-Feb,6/21/2012,The giddy fun implied by that preposterous moniker is missing in this almost entirely humourless affair.
1390,m/abraham_lincoln_vampire_hunter,Tim Grierson,FALSE,Screen International,Fresh,,6/21/2012,"Historical accuracy and narrative subtlety be damned, this agreeably ludicrous action-horror film starts off over-the-top and simply proceeds from there."
1391,m/abraham_lincoln_vampire_hunter,Matt Pais,FALSE,RedEye,Rotten,4-Jan,6/21/2012,Where does it end? Franklin D. Roosevelt: Phone Sex Operator? Rosa Parks: Breakdance Champion? It's much more fun to come up with these idiotic concepts than to watch them.
1392,m/abraham_lincoln_vampire_hunter,Justin Lowe,TRUE,Hollywood Reporter,Fresh,,6/21/2012,"Genre enthusiasts will lap up the mixture of action and fantasy, while history buffs who don't mind a bit of rewriting will dig into an alternative spin on the Civil War period."
1393,m/abraham_lincoln_vampire_hunter,Soren Andersen,TRUE,Seattle Times,Rotten,1.5/4,6/21/2012,"Walker's face is soft, bland, unremarkable. His acting, likewise."
1394,m/abraham_lincoln_vampire_hunter,Tasha Robinson,TRUE,AV Club,Rotten,C-,6/21/2012,The filmmakers mistakenly think nothing is silly if it's done with a grim enough facial expression.
1395,m/abraham_lincoln_vampire_hunter,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,4-Mar,6/21/2012,A more entertaining movie than I remotely expected.
1396,m/abraham_lincoln_vampire_hunter,Josh Bell,FALSE,Las Vegas Weekly,Rotten,5-Feb,6/21/2012,An adaptation of a textbook would at least have been more educational.
1397,m/abraham_lincoln_vampire_hunter,Andrea Chase,FALSE,Killer Movie Reviews,Fresh,5-Mar,6/22/2012,"If you are going to re-imagine the 16th president of the United States as a vampire hunter, go big or go home. ""Abraham Lincoln, Vampire Hunter"" has chosen the former."
1398,m/abraham_lincoln_vampire_hunter,Widgett Walls,FALSE,Needcoffee.com,Rotten,0.5/5,6/22/2012,Reminds me of the Star Wars prequels... Vampire powers and limitations seem to work a lot like the Jedi...it depends on what's convenient for the plot at any given moment.
1399,m/abraham_lincoln_vampire_hunter,Bob Bloom,FALSE,"Journal and Courier (Lafayette, IN)",Rotten,1.5/4,6/22/2012,"This Lincoln, as portrayed by Benjamin Walker, is as stiff as the sculpture honoring him at his memorial in Washington, D.C. Walker fails to instill any vitality or zest into his Lincoln. His Abe is one dimensional and humorless."
1400,m/abraham_lincoln_vampire_hunter,Mike McGranaghan,FALSE,Aisle Seat,Rotten,2.5/4,6/22/2012,"The movie may not totally succeed in what it wants to do, but neither should it be dismissed."
1401,m/abraham_lincoln_vampire_hunter,Kevin Carr,FALSE,Fat Guys at the Movies,Rotten,2.5/5,6/22/2012,"If you see Abraham Lincoln: Vampire Hunter and expect brilliant filmmaking, cogent storytelling or a serious examination of American history, you're an idiot."
1402,m/abraham_lincoln_vampire_hunter,Michael A. Smith,FALSE,MediaMikes,Fresh,5-Apr,6/22/2012,"As played by Walker, Abe is a 19th Century Bruce Wayne or Clark Kent, his mild demeanor a mask for a man of strength."
1403,m/abraham_lincoln_vampire_hunter,Richard Roeper,TRUE,Richard Roeper.com,Fresh,3.5/5,6/22/2012,"Of course it's ridiculous and tasteless and grotesque. It's ABRAHAM LINCOLN, VAMPIRE HUNTER."
1404,m/abraham_lincoln_vampire_hunter,Graham Young,FALSE,Birmingham Mail,Rotten,5-Feb,6/22/2012,"Vampire Hunter will appeal to people who want to see graphic deaths and a bit of neck-nibbling, but it's a disjointed action adventure and a total no-hoper as a film of any historical significance."
1405,m/abraham_lincoln_vampire_hunter,Ricardo Baca,TRUE,Denver Post,Rotten,4-Feb,6/22/2012,The disconnect between intention and final product is a head scratcher.
1406,m/abraham_lincoln_vampire_hunter,Matt Patches,FALSE,Hollywood.com,Rotten,1.5/5,6/22/2012,The execution is neither serious or jokey enough to make the movie palatable - a near impossible result for a movie with that title.
1407,m/abraham_lincoln_vampire_hunter,Eric D. Snider,TRUE,Film.com,Rotten,C,6/22/2012,"Bekmambetov doesn't expect us to take the premise seriously, exactly. But he doesn't seem to want us to laugh at it, either."
1408,m/abraham_lincoln_vampire_hunter,Caryn James,FALSE,James on screenS,Rotten,,6/22/2012,"The high-concept joke fades fast in this Abe-meets-vampires mashup, saddled with clunky 3-D, a lame screenplay, and actors as stiff as the statue at the Lincoln Memorial."
1409,m/abraham_lincoln_vampire_hunter,Clint O'Connor,FALSE,Cleveland Plain Dealer,Rotten,C,6/22/2012,"Benjamin Walker plays Lincoln straight-faced, and it's a funny concept. But the vampires lack bite."
1410,m/abraham_lincoln_vampire_hunter,Bill Gibron,FALSE,PopMatters,Fresh,5-Apr,6/22/2012,"It's crazier than an antebellum bedbug, but Abraham Lincoln, Vampire Hunter is one of Summer 2012's definite sleepers."
1411,m/abraham_lincoln_vampire_hunter,Mike Scott,FALSE,Times-Picayune,Rotten,5-Jan,6/22/2012,The Great Emancipator as the Great Decapitator makes for just so much B-movie schlock.
1412,m/abraham_lincoln_vampire_hunter,Rob Vaux,FALSE,Mania.com,Fresh,B+,6/22/2012,The summer's most fantastic guilty pleasure.
1413,m/abraham_lincoln_vampire_hunter,Maitland McDonagh,FALSE,Film Journal International,Fresh,,6/22/2012,"A canny mix of action, horror and alternate history in what should be a bona-fide blockbuster."
1414,m/abraham_lincoln_vampire_hunter,Gary Wolcott,FALSE,Tri-City Herald,Fresh,3.5/5,6/22/2012,The upside: the vampires really suck and the movie doesn't.
1415,m/abraham_lincoln_vampire_hunter,Andrew O'Hehir,TRUE,Salon.com,Fresh,,6/22/2012,"Bekmambetov ... stages hilarious, imaginative, almost free-form action sequences like nobody in the business."
1416,m/abraham_lincoln_vampire_hunter,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,4-Jan,6/22/2012,A B movie treated like an A movie that mostly ends up being a zzzzzzzzzz movie.
1417,m/abraham_lincoln_vampire_hunter,Bruce DeMara,TRUE,Toronto Star,Rotten,1.5/4,6/22/2012,"This film should be campy fun, but in Bekmambetov's unsteady hands, it feels laboured and unsatisfying."
1418,m/abraham_lincoln_vampire_hunter,Mathew DeKinder,FALSE,Suburban Journals of St. Louis,Fresh,3.5/5,6/22/2012,"It's sad to say, but in a summer awash with sequels and reboots, a movie that is both effective and original is a rare treat, no matter how many history teachers it pushes into early retirement."
1419,m/abraham_lincoln_vampire_hunter,Kimberly Gadette,FALSE,Doddle,Rotten,10-May,6/22/2012,"How goes this particular Nosfera-tour? Sadly, this new-fang-led premise gives great visuals, but takes itself so seriously, we don't get the fun that the title promises."
1420,m/abraham_lincoln_vampire_hunter,Ethan Alter,FALSE,Television Without Pity,Rotten,,6/22/2012,"The finished product is plenty goofy, but not a lot of fun."
1421,m/abraham_lincoln_vampire_hunter,Greg Maki,FALSE,"Star-Democrat (Easton, MD)",Fresh,B,6/22/2012,"... A clever, elegantly made melding of fact and fiction."
1422,m/abraham_lincoln_vampire_hunter,Donald Clarke,FALSE,Irish Times,Rotten,5-Feb,6/22/2012,It's rather a shame that yawning voids occupy the places where we usually expect to find characters.
1423,m/abraham_lincoln_vampire_hunter,Kurt Loder,FALSE,Reason Online,Rotten,,6/22/2012,The crummiest-looking big-budget movie of the year to date.
1424,m/abraham_lincoln_vampire_hunter,Teddy Durgin,FALSE,Screen It!,Fresh,,6/22/2012,"For my money (of course, I didn't pay to see this), I think the cast and crew found enough balance that the film works as a slick exercise in horror action. (Full Content Review for Parents also available)"
1425,m/abraham_lincoln_vampire_hunter,Matthew Razak,FALSE,Flixist.com,Fresh,72/100,6/22/2012,"What you wouldn't expect is for a film where Abraham Lincoln uses a silver-tipped axe to chop of vampires head to be played straight. Well, as straight as an action film featuring a Civil War jam packed with vampires can be."
1426,m/abraham_lincoln_vampire_hunter,Robert Levin,FALSE,Film School Rejects,Rotten,2.5/4,6/22/2012,"There's a conceptual flaw here: the actual details of Lincoln's life were so fascinating, filled with such drama, that there's no need to make him a vampire hunter at all."
1427,m/abraham_lincoln_vampire_hunter,Joe Lozito,FALSE,Big Picture Big Sound,Fresh,4-Mar,6/22/2012,"In a movie that promises to be about little more than Abraham Lincoln and Vampire Hunting, having Mr. Walker deliver a performance that exceeds those expectations is -- to some small, ironic degree -- liberating."
1428,m/abraham_lincoln_vampire_hunter,Norman Wilner,FALSE,NOW Toronto,Fresh,5-Apr,6/22/2012,Is Abraham Lincoln: Vampire Hunter a great bad movie or a bad great movie?
1429,m/abraham_lincoln_vampire_hunter,Peter Sobczynski,FALSE,eFilmCritic.com,Rotten,5-Jan,6/22/2012,"""Abraham Lincoln: Vampire Hunter"" is essentially the most expensive Troma movie ever made, lacking the quiet dignity, cohesive plotting or the shot of a flipping car"
1430,m/abraham_lincoln_vampire_hunter,Dan Jolin,FALSE,Empire Magazine,Rotten,5-Feb,6/22/2012,"The grave tone makes it stiff and leaden, the digi-saturated look is a turn-off. Damnable and disordered."
1431,m/abraham_lincoln_vampire_hunter,Grae Drake,FALSE,Movies.com,Rotten,2.5/5,6/22/2012,It relies solely on the gimmick that it's funny to have an ex-President using a silver-coated axe to fight mythical creatures. There's nothing else there.
1432,m/abraham_lincoln_vampire_hunter,Chris Bumbray,FALSE,JoBlo's Movie Network,Fresh,10-Jun,6/22/2012,"Works best when Bekmambetov is let off the leash, and goes WAY over the top. Worth seeing as long as you go in with the right frame of mind."
1433,m/abraham_lincoln_vampire_hunter,Dave White,FALSE,Movies.com,Rotten,2.5/5,6/22/2012,It's sort of like a very special slavery-themed episode of Aqua Teen Hunger Force.
1434,m/abraham_lincoln_vampire_hunter,Scott Chitwood,FALSE,ComingSoon.net,Fresh,6.5/10,6/22/2012,"If you're even remotely considering buying a ticket to see Abraham Lincoln: Vampire Hunter, then you're a prime candidate to enjoy it."
1435,m/abraham_lincoln_vampire_hunter,Radheyan Simonpillai,FALSE,NOW Toronto,Rotten,37/100,6/22/2012,"Reimagining Abraham Lincoln as a forefather to Buffy the Vampire Slayer is a rather nifty idea. Unfortunately, Abraham Lincoln: Vampire Hunter, doesn't fully sink its teeth into its fun premise."
1436,m/abraham_lincoln_vampire_hunter,James Adams,TRUE,Globe and Mail,Rotten,1.5/4,6/22/2012,"The trouble with the so-called high-concept film is that too often the concept is the best thing about it and the actual movie essentially a series of rather rote, progressively more tiresome variations on its premise."
1437,m/abraham_lincoln_vampire_hunter,Jim Slotek,FALSE,Jam! Movies,Fresh,5-Mar,6/22/2012,"The result is a movie that seems more in service to its premise than to a good story. But hey, it's different."
1438,m/abraham_lincoln_vampire_hunter,Rafer Guzman,TRUE,Newsday,Rotten,,6/22/2012,Not just a letdown but an absolute disaster.
1439,m/abraham_lincoln_vampire_hunter,Tom Long,TRUE,Detroit News,Fresh,B-,6/22/2012,"What next, ""George Washington Werewolf""? Laugh not, history profs."
1440,m/abraham_lincoln_vampire_hunter,Kyle Smith,TRUE,New York Post,Rotten,0/4,6/22/2012,"Don't let the stupid title dissuade you from seeing ""Abraham Lincoln: Vampire Hunter."" Let the stupid plot, the stupid history, the stupid action scenes, the stupid trivializing of slavery . . ."
1441,m/abraham_lincoln_vampire_hunter,Alex Zane,FALSE,The Sun (UK),Fresh,5-Mar,6/22/2012,This has enough vamps being decapitated to keep you interested but isn't as gloriously silly as the title.
1442,m/abraham_lincoln_vampire_hunter,David Sexton,TRUE,London Evening Standard,Fresh,5-Mar,6/22/2012,"For the most part Abraham Lincoln: Vampire Hunter is loud, fast and crunchy - and I suspect it's going to slay audiences at the box office."
1443,m/abraham_lincoln_vampire_hunter,Michael O'Sullivan,TRUE,Washington Post,Fresh,2.5/4,6/22/2012,Both terribly silly and a lot of fun.
1444,m/abraham_lincoln_vampire_hunter,Michelle Alexandria,FALSE,Eclipse Magazine,Fresh,B-,6/22/2012,"The movie's title says it all, its Abe Lincoln kicking Vampire butt. Once you accept that, then its impossible to criticize this movie on logic. It is over the top, campy, fun. But its no Piranha 3D."
1445,m/abraham_lincoln_vampire_hunter,Daniel M. Kimmel,FALSE,Sci-Fi Movie Page,Fresh,4-Mar,6/22/2012,An insanely absurd fun mash up of horror and history that manages to be simultaneously brilliant and ridiculous.
1446,m/abraham_lincoln_vampire_hunter,Diva Velez,FALSE,TheDivaReview.com,Fresh,3.5/5,6/23/2012,"With its outrageous premise of turning Honest Abe into a slayer of the undead, one would expect to see the president snuffing out vamps in astounding ways. To this end, and as pure, thrill-ride entertainment, the movie certainly delivers."
1447,m/abraham_lincoln_vampire_hunter,Scott Nash,FALSE,Three Movie Buffs,Rotten,4-Feb,6/23/2012,Not nearly as much fun as it sounds.
1448,m/abraham_lincoln_vampire_hunter,Clay Cane,FALSE,BET.com,Rotten,C+,6/24/2012,"It's just as good as 'Twilight' (yeah, I said it) and there isn't a trite teen love story. In the genre of vampire films, 'Abraham Lincoln: Vampire Hunter' is a solid movie. Outside of the genre, it's below average."
1449,m/abraham_lincoln_vampire_hunter,Glenn Lovell,FALSE,CinemaDope,Rotten,1.5/4,6/24/2012,"... a monotonous, knuckle-headed fusion of Bram Stoker's 'Dracula' and John Ford's 'Young Mr. Lincoln' ... the action is more stultifying than suspenseful, more cartoonish than cathartic."
1450,m/abraham_lincoln_vampire_hunter,Mark Kermode,FALSE,Observer (UK),Rotten,,6/24/2012,Bekmambetov's disposable brouhaha at least achieves the minor victory of living neither up to hopes nor down to fears.
1451,m/abraham_lincoln_vampire_hunter,Lisa Schwarzbaum,TRUE,Entertainment Weekly,Rotten,C+,6/24/2012,"The movie plays safe by cutting every theme down the middle - a swing that's effective when splitting wood or vampire skulls, but dull when applied to filmmaking."
1452,m/abraham_lincoln_vampire_hunter,Susan Granger,FALSE,SSG Syndicate,Rotten,10-Apr,6/24/2012,"Ridiculous and revisionist, redeemed only by Bekmambetov's inventive, R-rated action sequences, particularly the CGI horse stampede."
1453,m/abraham_lincoln_vampire_hunter,Jeff Bayer,FALSE,The Scorecard Review,Rotten,10-May,6/25/2012,"Even for those looking for crazy fun, I think they'll be disappointed with how serious, and how much of Lincoln's life is actually included in this mashup."
1454,m/abraham_lincoln_vampire_hunter,Jeremy Heilman,FALSE,MovieMartyr.com,Rotten,26/100,6/25/2012,"[It] states the moronic what-if that serves as its central conceit right in its title, but even that is unlikely to prepare you for the turgid mess that it delivers."
1455,m/abraham_lincoln_vampire_hunter,Corey Hall,FALSE,"Metro Times (Detroit, MI)",Rotten,C,6/25/2012,"Bekmanbetov never met a slow-motion shot he didn't love, and his frenetic, overwrought fight choreography is arresting but ultimately tiresome."
1456,m/abraham_lincoln_vampire_hunter,Jason Best,FALSE,Movie Talk,Fresh,,6/25/2012,"Rip up the history books and don your 3D glasses for Abraham Lincoln: Vampire Hunter, a stupefyingly silly but exuberantly entertaining horror fantasy."
1457,m/abraham_lincoln_vampire_hunter,Ed Whitfield,FALSE,The Ooh Tray,Rotten,,6/26/2012,"There are moments in this mound of historic mash, where you rub your peepers until they look like glac cherries."
1458,m/abraham_lincoln_vampire_hunter,Kelly Vance,FALSE,East Bay Express,Rotten,,6/26/2012,The Age of Epic Dada continues.
1459,m/abraham_lincoln_vampire_hunter,Bob Grimm,FALSE,Tucson Weekly,Rotten,5-Feb,6/27/2012,This one needed to have a sense of humor.
1460,m/abraham_lincoln_vampire_hunter,Jackie K. Cooper,FALSE,jackiekcooper.com,Rotten,10-May,6/27/2012,Mixing vampires with Abraham Lincoln never works in this action movie.
1461,m/abraham_lincoln_vampire_hunter,Lori Hoffman,FALSE,Atlantic City Weekly,Fresh,4-Mar,6/27/2012,The movie works because the story outside the vampire zone sweet spot is played straight and with some heart.
1462,m/abraham_lincoln_vampire_hunter,Steve Persall,FALSE,Tampa Bay Times,Rotten,D,6/27/2012,"Other than its campy title, not much about Abraham Lincoln: Vampire Hunter is fun."
1463,m/abraham_lincoln_vampire_hunter,Rich Heldenfels,FALSE,Akron Beacon Journal,Rotten,2.5/4,6/28/2012,"Some good effects, but takes its potentially amusing premise way too seriously."
1464,m/abraham_lincoln_vampire_hunter,John Wirt,FALSE,"Advocate (Baton Rouge, LA)",Rotten,4-Jan,6/29/2012,"Lacking cleverness and imagination, the film merely fuses Lincoln's and the Civil War's historical outlines with horror-, martial arts- and action-movie clichs."
1465,m/abraham_lincoln_vampire_hunter,James Kendrick,FALSE,Q Network Film Desk,Rotten,4-Feb,6/29/2012,"while the fantastically warped nature of the premise would seem to promise bloody good fun, the film turns out to be a rather dreary, overly serious slog through the all-too-familiar elements of modern action and horror genres"
1466,m/abraham_lincoln_vampire_hunter,Todd Jorgenson,FALSE,Cinemalogue,Rotten,,7/1/2012,"This not a biopic of Lincoln, so don't sweat the details."
1467,m/abraham_lincoln_vampire_hunter,Marty Mapes,FALSE,Movie Habit,Rotten,1.5/4,7/1/2012,Intriguing title the most interesting thing about Abraham Lincoln Vampire Hunter
1468,m/abraham_lincoln_vampire_hunter,Robert Denerstein,FALSE,Movie Habit,Rotten,,7/1/2012,"Not preposterously grand, but worth a few unintended chuckles"
1469,m/abraham_lincoln_vampire_hunter,Michael Dequina,FALSE,TheMovieReport.com,Fresh,4-Mar,7/2/2012,"If there's anything more radical and outrageous than the very title and concept, it's how focused and committed director Timur Bekmambetov and writer Seth Grahame-Smith are to its execution."
1470,m/abraham_lincoln_vampire_hunter,Bruce Diones,TRUE,New Yorker,Rotten,,7/2/2012,"The violence quickly becomes numbing, and Benjamin Walker plays Lincoln without the sense of irony needed to keep the historical and supernatural sides of the story consistently entertaining."
1471,m/abraham_lincoln_vampire_hunter,Charles Koplinski,FALSE,Illinois Times,Fresh,4-Mar,7/3/2012,Lincoln a Bloody Alternate History Lesson
1472,m/abraham_lincoln_vampire_hunter,Robert Roten,FALSE,Laramie Movie Scope,Rotten,C,7/4/2012,"The acting, action and special effects are good enough, but the movie's two mismatched story halves just don't work together. It is like trying to paste the first half of 'Die Hard' onto the last half of '300.'"
1473,m/abraham_lincoln_vampire_hunter,Jim Lane,FALSE,Sacramento News & Review,Rotten,5-Jan,7/5/2012,"No, it's not entertainment; it's garbage."
1474,m/abraham_lincoln_vampire_hunter,Jeffrey M. Anderson,FALSE,Common Sense Media,Rotten,5-Feb,7/6/2012,"After simply ignoring everything potentially funny and lively, Abraham Lincoln grinds down on its characters, turning them into empty vessels upon which to hang the action sequences."
1475,m/abraham_lincoln_vampire_hunter,David Nusair,FALSE,Reel Film Reviews,Rotten,4-Feb,7/7/2012,"...a missed opportunity that's rarely, if ever, as much fun as its title might've indicated."
1476,m/abraham_lincoln_vampire_hunter,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,3.5/5,7/12/2012,"A lot better than I'd expected. In itself, that's not saying all that much since I was prepared for it to be pretty bad."
1477,m/abraham_lincoln_vampire_hunter,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Rotten,2.5/4,7/20/2012,The Great Emancipator becomes a pretty great decapitator in this ridiculous and entertaining but ultimately exhausting mashup of 19th century American history and 21st century pop trendiness.
