rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_date,review_content
m/the_invitation_2022_2,Avi Offer,FALSE,NYC Movie Guru,Rotten,8/27/2022,"An unscary, suspense-free, and toothless slice of gothic horror."
m/the_invitation_2022_2,Carlos Aguilar,TRUE,TheWrap,Rotten,8/26/2022,"But beyond one somewhat gory scene of a throat being slit (which is in the trailer), there's little in the way of shocking or rather terrifying sequences."
m/the_invitation_2022_2,Natalia Winkelman,TRUE,New York Times,Rotten,8/26/2022,"For a fright-fest as broad as this one, there's an awful lot of banal dialogue, and the scare patterns are repetitive enough that even the easiest startlers (I count myself among them) grow immune early on."
m/the_invitation_2022_2,Matt Donato,FALSE,IGN Movies,Fresh,8/26/2022,The Invitation is an unspectacularly average vampire tale that nibbles on the neck of excitement without taking any substantial bite.
m/the_invitation_2022_2,Robert Kojder,FALSE,Flickering Myth,Rotten,8/26/2022,"It's not that The Invitation spends far too much time on this romantic angle that drains it of any life force, but rather how boring and suspense-free it's executed"
m/the_invitation_2022_2,Jim Judy,FALSE,Screen It!,Rotten,8/26/2022,Things get more than a bit hammy. All of which undermines the thrills and chills and replaces it with rote genre material that quickly wears out its welcome and will likely make you wish you hadn't RSVPed.
m/the_invitation_2022_2,Joe Leydon,TRUE,Variety,Rotten,8/26/2022,"Despite some ambitious efforts to revitalize hoary horror movie tropes with allegorical commentary on race, class and male privilege, œThe Invitation is too wearyingly hackneyed for too much of its running time."
m/the_invitation_2022_2,Austen Goslin,FALSE,Polygon,Rotten,8/26/2022,The Invitation is a pastiche of infinitely better horror stories that it never measures up to.
m/the_invitation_2022_2,Jim Schembri,FALSE,jimschembri.com,Rotten,8/26/2022,Declined.
m/the_invitation_2022_2,Meagan Navarro,TRUE,Bloody Disgusting,Fresh,8/26/2022,It's a well-crafted but predictable gothic romance light on scares that could sufficiently introduce the genre to unfamiliar audiences.
m/the_invitation_2022_2,Chris Joyce,FALSE,Movies and Munchies (YouTube),Rotten,8/26/2022,"The story is very predictable and when that's coupled with a very rushed climax, this feels like wasted potential and ends up being an ineffective horror story."
m/the_invitation_2022_2,Sean Collier,FALSE,Pittsburgh Magazine,Fresh,8/26/2022,"The result is likable and fun. Emmanuel is a natural star; you'll be rooting for her to fall in love, even though you know what's coming."
m/the_invitation_2022_2,Tara Bennett,FALSE,Paste Magazine,Rotten,8/26/2022,"The Invitation takes way too long getting to its most interesting ideas, leaving us with the distinct feeling of œtoo little, too late."
m/the_invitation_2022_2,Nate Adams,FALSE,The Only Critic,Fresh,8/26/2022,"There's some campy, vampire fun director Jessica Thompson plays around with where, had it gone for the R-rating, might have gotten more bang for its bite."
m/the_invitation_2022_2,Zoe Rose Bryant,FALSE,Next Best Picture,Fresh,8/26/2022,"For a little over 100 minutes, The Invitation gets the job done. One wishes it ended a little stronger (though bonus points for the attempts at camp), but there are enough thrills and twists to keep audiences absorbed for under two hours."
m/the_invitation_2022_2,Chris Evangelista,FALSE,Slashfilm,Rotten,8/26/2022,A defanged Dracula update.
m/the_invitation_2022_2,Mark Dujsik,FALSE,Mark Reviews Movies,Rotten,8/26/2022,"The Invitation mostly exists as a lost opportunity, undone by the filmmakers' hesitation to be upfront with its most promising idea."
m/the_invitation_2022_2,Jack Smart,TRUE,AV Club,Fresh,8/26/2022,"For audiences who'd rather RSVP to horror-lite moviegoing, The Invitation is a bloody good time”sans the blood."
m/the_invitation_2022_2,Matt Hudson,FALSE,What I Watched Tonight,Rotten,8/26/2022,"Despite its B-movie sensibilities and inspirations, The Invitation is soulless, unremarkable and just not very good. This is one invitation that would be disposed of rather quickly."
m/the_invitation_2022_2,Carla Hay,FALSE,Culture Mix,Rotten,8/26/2022,"If the horror flick The Invitation were an actual invitation, the RSVP would stand for 'regurgitated, silly vampire pap.' As the movie's 'woman in peril,' Nathalie Emmanuel tries to bring personality to a film that's relentlessly mediocre."
m/the_invitation_2022_2,Brian Orndorf,FALSE,Blu-ray.com,Rotten,8/26/2022,Plays a fairly rickety game of misdirection before it becomes ridiculous.
m/the_invitation_2022_2,Richard Crouse,FALSE,Richard Crouse,Rotten,8/25/2022,"Keeps the horror strictly for folks who thought Twilight was the best vampire movie ever. There are well-staged scenes, but when the scariest scene is a sequence where the lead gets a clumsy manicure, there is a deficit in the horror department."
m/the_invitation_2022_2,Carly Lane,FALSE,Collider,Fresh,8/25/2022,The Invitation offers an inventive reimagining of a literary classic while asserting itself as a fun addition to the modern Gothic canon.
m/the_invitation_2022_2,Peter Gray,FALSE,The AU Review,Rotten,8/25/2022,"A cheap, though perfectly polished number that lets its aesthetically pleasing cast loose on average material, hoping the set-pieces are atmospheric enough to distract undemanding audiences from how safe the whole affair truly is."
m/morbius,Brittany Patrice Witherspoon,FALSE,Pop Culture Reviews,Fresh,7/23/2024,"In the age of multiverses and reality alterations, simplicity has never looked so bright."
m/morbius,Paul Klein,FALSE,FILMHOUNDS Magazine,Rotten,7/4/2024,It's a horrific mish-mash of other films that ends with two CGI monsters punching each other into walls while screaming about 'ultimate power'.
m/morbius,Sarah Vincent,FALSE,Sarah G Vincent Views,Rotten,6/9/2024,The best part of 'Morbius' were the opening and closing credits. It had a James Turrell color aesthetic with a dash of Nicholas Winding Refn's 'The Neon Demon' (2016).
m/morbius,Hector A. Gonzalez,FALSE,Loud and Clear Reviews,Rotten,3/24/2024,"After multiple delays, Morbius, the 'highly anticipated' new entry into Sony's Spider-Man Universe, arrives with some of the worst world-building we have seen in a long time."
m/morbius,Nadine Whitney,FALSE,Mr. Movie's Film Blog,Rotten,9/17/2023,"Morbius is a thin piece that lacks any reason to entice comic book fans, genre fans, or action fans."
m/morbius,Cris Parker,FALSE,3C Films (Youtube),Rotten,8/9/2023,"I can't even comprehend how they thought this was worth putting out. Worst of all, it connects itself to an actual good Spider-Man villain."
m/morbius,Zach Pope,FALSE,Zach Pope Reviews,Rotten,7/25/2023,"A terribly dull movie that takes you back to the worst CBM's in the 2000s. Jared Leto brings dedication, Matt Smith brings charm & is having the time of his life'¦. But god the script, the editing, the pacing was all terribly brought together"
m/morbius,Matthew Creith,FALSE,Matinee With Matt,Rotten,7/25/2023,"It's not that Morbius is bad, but that it is so bad that it's almost unwatchable. Matt Smith is a waste of great talent in a role that sees him go from practically paralyzed to supervillain in a matter of seconds."
m/morbius,Manuel Sao Bento,FALSE,MSB Reviews,Rotten,7/25/2023,"From the predictability and zero creativity of the main plot to the heavy reliance on uninteresting, unnecessary exposition, Daniel Espinosa finds his most significant problem in the blatant lack of care in the treatment of the characters."
m/morbius,Tina Kakadelis,FALSE,Beyond the Cinerama Dome,Rotten,7/25/2023,It comes as no surprise that the extremely delayed Moribus is not the finest superhero movie ever released. The film lacks depth and intrigue. It's a slow-moving exploration of a character that barely makes the case for its existence.
m/morbius,Keshav Kant,FALSE,OffColour.org,Rotten,7/20/2023,"Rumours circulating about Morbius made me apprehensive about attending the press screening, to begin with. But I went into it hoping for better. Unfortunately, the movie ended up being even worse than the rumours led me to believe."
m/morbius,Sean Fallon,FALSE,Film Inquiry,Rotten,7/16/2023,"In the end, there's a reason why Gen Z decided that the funniest thing they could say about it was that it was good, with their almost supernatural grasp of irony they can see that of all the things this movie is, good is not even remotely one of them."
m/morbius,Annie Banks,FALSE,Chuck Load of Comics,Rotten,2/23/2023,Sony Pictures has proved one thing: Morbius succeeds as a vampire film as it drains life from itself.
m/morbius,Joseph Garcia,FALSE,Dynamic Duel Podcast,Fresh,1/5/2023,"Honestly, this is probably almost as good a Morbius film as you're going to get where it has a PG-13 rating and no Spider-Man involvement. Changing either of those things would have made it better."
m/morbius,Dolores Quintana,FALSE,Dolores Quintana,Rotten,12/28/2022,"Morbius is neither as dire as you have heard nor is it incredibly good. It's mid-tier Marvel, not particularly inspired but not the worst thing I've ever sat through. If anything, it kind of reminds me of the Underworld series."
m/morbius,Cory Woodroof,FALSE,615 Film,Rotten,10/21/2022,"It's a throwback in form, but not in personality. There's nothing weird or dated about this movie; it's just filling a superhero quota."
m/morbius,Rob Gonsalves,FALSE,Rob's Movie Vault,Rotten,8/24/2022,"The movie is only bland and unpersuasive, and would have disappeared without a trace if not for the jolly internet memes that snarkily celebrated it, as though it were a lovably inept thing to be cherished, not chastised, for its flaws."
m/morbius,Keith Garlington,FALSE,Keith & the Movies,Rotten,8/16/2022,"Leto is certainly up for the role, and I can see where he could have done something special with a better script and more focused direction."
m/morbius,Cris Kennedy,FALSE,The Canberra Times (Australia),Rotten,8/9/2022,"The enjoyment of the film is certainly lessened by the film's darkness, and I don't mean its tonality."
m/morbius,Amanda the Jedi,FALSE,Amanda the Jedi (Youtube),Rotten,7/9/2022,Even if you take the poor quality and bland performance from Leto out of consideration - Morbius barely feels like a movie.
m/morbius,Nathaniel Rogers,FALSE,The Film Experience,Rotten,7/8/2022,"There are no interesting characters, no clearly defined rules or powers, no exciting action setpieces, no eye-widening visual spectacle, and none of the sense of danger, addiction, or damnation you might assume would give something like this a spark."
m/morbius,Peter Canavese,FALSE,Celluloid Dreams,Rotten,6/27/2022,"Falls apart at the halfway point due to its weak, and at times, laughable script and Jared Leto's lack of star power. It does, however, have a certain 'B' movie appeal."
m/morbius,Sarah Ward,FALSE,Concrete Playground,Rotten,6/25/2022,This misfire only sinks its teeth into bland monotony; vampires aren't the only things that suck within its frames.
m/morbius,Allison Rose,FALSE,FlickDirect,Rotten,6/16/2022,"Morbius fails to grab the audience from the beginning and a plot that has quite a bit of potential, simply put, falls flat."
m/morbius,Douglas Davidson,FALSE,Elements of Madness,Rotten,6/13/2022,"... full of the kind of fantastical hijinks that make Venom (2018) and Venom: Let There Be Carnage (2021) popcorn delights, except where the nonsense in those films felt like part of the charm, here it's an utter drag."
m/morbius,Jeff Beck,FALSE,The Blu Spot,Rotten,6/12/2022,"Sadly just about every element of the film ends up dragging it down, including a screenplay in search of a more compelling plot, a multitude of bland characters, cheap-looking special effects, and a very subdued lead performance from Jared Leto."
m/morbius,Murjani Rawls,FALSE,Substream Magazine,Rotten,6/11/2022,"In the end, 'Morbius' feels like a rush to cash in on the strides the studio made with its more impressive features."
m/morbius,Steve Biodrowski,FALSE,Cinefantastique,Rotten,6/10/2022,...feels like a generic template that someone forgot to fill in with interesting details before presenting it to the public.
m/morbius,Achara Kirk,FALSE,GET Jaby,Rotten,6/10/2022,I was feeling quite bored...They could have had a lot more fun with it.
m/morbius,Jaby Koay,FALSE,GET Jaby,Rotten,6/10/2022,It's very predictable'¦very melodramatic.
m/morbius,Erick Estrada,FALSE,Cinegarage,Rotten,6/10/2022,"A product that's empty, stunted, schizophrenic, induces the kind of tachycardia bad coffee can produce... "
m/morbius,Alan French,FALSE,Sunshine State Cineplex,Rotten,6/6/2022,"Morbius suffers from a case of the doldrums, and with very few opportunities for the cast to liven up the material, the movie simply languishes towards an unappealing ending."
m/morbius,Kent Garrison,FALSE,Mad About Movies Podcast,Rotten,6/3/2022,Why?
m/morbius,Alejandro G. Calvo,FALSE,Sensacine,Rotten,5/23/2022,A multi-referential gazpacho... 
m/morbius,Maria Fernanda Mugica,FALSE,La Nacion (Argentina),Fresh,5/19/2022,"While it is a bit ridiculous and humble in its intentions, the film offers something to have fun with. "
m/morbius,Fausto Fernandez,FALSE,Fotogramas,Fresh,5/18/2022,"A vampire movie, without too much blood or gore, but canonical. "
m/morbius,Ruben Peralta Rigaud,FALSE,Cocalecas,Rotten,5/16/2022,Feels banal. 
m/morbius,Diego Batlle,FALSE,Otroscines.com,Rotten,5/16/2022,Pure formula'¦ sustained with a special effects display that isn't convincing or spectacular. 
m/morbius,Dan Buffa,FALSE,KSDK News (St. Louis),Rotten,5/14/2022,"Daniel Espinosa's film isn't awful by definition, but it's another reminder that when a comic book adaptation is produced poorly and without a real identity, the stink is much worse when you leave the theater."
m/morbius,Aldo Javier Martinez,FALSE,Cine Premiere,Rotten,5/13/2022,"Vacant, lacking purpose, and no clear objective. "
m/morbius,Luis Martinez,FALSE,El Mundo (Spain),Rotten,5/12/2022,A failed experiment from Marvel that resembles something akin to Count Dracula's second cousin. 
m/morbius,Sameen Amer,FALSE,The News International (Pakistan),Rotten,5/4/2022,Lifeless...
m/morbius,Benjamin Franz,FALSE,Film Threat,Fresh,4/27/2022,"Daniel Espinosa and his crew capably provide a rough and grungy Manhattan for Michael Morbius to hunt in. Morbius is a remarkable monster movie, powered by the brotherly love experienced by Michael and Lucian/Milo."
m/morbius,Victoria Alexander,FALSE,FilmsInReview.com,Fresh,4/27/2022,"With THE LITTLE THINGS and his sensational, transformation in HOUSE OF GUCCI, Leto is totally invested and gives the Marvel Universe a mesmerizing character shaped with conflicting appetites."
m/morbius,David Nusair,FALSE,Reel Film Reviews,Rotten,4/25/2022,"...a hit-and-miss adaptation that is, to an increasingly distressing extent, more miss than hit..."
m/morbius,Sarah Gopaul,FALSE,Digital Journal,Fresh,4/24/2022,"While the initial cat-and-mouse chase is exciting, particularly as the super-humans face-off against each other, it does lose its momentum relatively quickly."
m/morbius,Matt Hudson,FALSE,What I Watched Tonight,Rotten,4/22/2022,"It feels like there was a really decent draft of this movie waiting to be discovered, and, whilst it succeeds at times, instead, Morbius feels hollow and very much like a missed opportunity."
m/morbius,Lael Loewenstein,FALSE,FilmWeek (KPCC - NPR Los Angeles),Rotten,4/18/2022,"Despite Jared Leto being in this misbegotten affair, I have to say it did not rise to my expectations for it."
m/morbius,Wade Major,FALSE,FilmWeek (KPCC - NPR Los Angeles),Rotten,4/18/2022,It doesn't do anything we haven't seen before. The visual effects are rather tired.
m/morbius,Sean P. Means,FALSE,The Movie Cricket,Rotten,4/17/2022,"Odd that playing a man transforming into a vampire feels like a more lived-in, relaxed performance for Leto than his cartoonish Italian fop in House of Gucci, but at least he seems to be having fun with it."
m/morbius,Kevin Carr,FALSE,Fat Guys at the Movies,Rotten,4/15/2022,"If you want the scientific structure and creativity of Birdemic, this one's for you."
m/morbius,Drew Tinnin,FALSE,Dread Central,Rotten,4/15/2022,"Playing the Living Vampire, Leto gets the benefit of introducing a Spider-man villain thats never been seen in live-action before. Unfortunately, his performance and most of Morbius as a whole are layered in melodrama and CGI fakery."
m/morbius,Justin Brown,FALSE,Medium Popcorn,Rotten,4/15/2022,A lot of this movie made zero sense. Trying to take elements from No Way Home and insert them in here was very misguided. This is an incredibly bad comic book film that revolves around one of the least interesting Spiderman villains.
m/morbius,Brandon Collins,FALSE,Medium Popcorn,Rotten,4/15/2022,"This was remarkably bad and somehow bored me to tears despite the insanity on-screen. The plot had more holes than swiss cheese. The character development was nonexistent. Please keep the MCU far, far away from what Sony is doing..."
m/morbius,Mark Kermode,TRUE,Kermode & Mayo's Film Review,Rotten,4/15/2022,"Somehow, Jared Leto is not even the best Jared in Morbius. Oh, I just, enough with the origin stories we did not ask for."
m/morbius,Jon Winkler,FALSE,The Young Folks,Rotten,4/11/2022,"Simply put, Morbius is one of the laziest, shallowest, most pathetic attempts at a movie blockbuster in some time."
m/morbius,Nick Schager,TRUE,The Daily Beast,Rotten,4/11/2022,"Not the epic disaster we expected...It is, however, generic as all hell."
m/morbius,Victoria Luxford,TRUE,BBC.com,Rotten,4/11/2022,"A case of (the filmmakers) had a character, but didnt quite know what to do with it. I think its quite a messy plot that doesnt always make that much sense A bit different with the horror theme, but nothing special."
m/morbius,Joe Friar,FALSE,Fort Worth Report,Rotten,4/11/2022,The effects-laden film with its hollow storyline ends up being filler between web-slinger releases and it makes sure you know that thanks to all the SSU references.
m/morbius,Robert Roten,FALSE,Laramie Movie Scope,Rotten,4/10/2022,"Superficial character development, and shady morals, means it is hard to work up much sympathy for most of the characters in this movie, including Morbius himself. Who are we intended to identify with? Who are we intended to respect or admire?"
m/morbius,Rendy Jones,FALSE,Rendy Reviews,Rotten,4/9/2022,This is what we've been waiting for since 2020? Yall are proud of this? Must be some type of happy accident for Sony to finally release this on April 1st because this movie's existence is a joke.
m/morbius,Linda Cook,FALSE,OurQuadCities / WHBF-TV (Illinois),Rotten,4/9/2022,'Morbius' gives audiences little to sink their teeth into.
m/morbius,Michael Calleri,FALSE,Niagara Gazette,Rotten,4/9/2022,An attempt to toss in some comedy fails miserably. The evil doings and essential fight come across as labored and expected for the genre.
m/morbius,Daniel Chin,FALSE,The Ringer,Rotten,4/9/2022,Will '˜Morbius' go down as one of the worst Marvel-adjacent movies ever? That's easy: Yes. But most of our Morbius questions are harder to answer.
m/morbius,Catey Sullivan,TRUE,Chicago Reader,Rotten,4/9/2022,"If it were just a ride in a theme park, Morbius would be fun enough. But it is not."
m/morbius,Jackie K. Cooper,FALSE,jackiekcooper.com,Rotten,4/8/2022,Maybe the sequel will be better because all the introductory stuff is stuffed into this sluggish overstuffed adventure movie. Besides I thought Batman owned the rights to the use of bats.
m/morbius,Liz Shannon Miller,TRUE,Consequence,Rotten,4/8/2022,"Morbius, at best, will be remembered as the latest effort on Sony's part to make its nascent Sinister Six franchise happen. And, like fetch, it's hard to see that happening."
m/morbius,Jonathan Sim,FALSE,ComingSoon.net,Rotten,4/8/2022,"Coming off the heels of superhero masterpieces such as Spider-Man: No Way Home and The Batman, Morbius is a movie you might stumble across on cable TV and play in the background as you do your household chores rather than appointment viewing."
m/morbius,Piers Marchant,FALSE,Arkansas Democrat-Gazette,Rotten,4/8/2022,"This is nothing less than an absolute fiasco, a dingy, instantly forgettable entry in the bargain-bin branch of the MCU that should be shoved back into its crypt and buried under an avalanche of bat guano."
m/morbius,Tom Meek,FALSE,Cambridge Day,Rotten,4/8/2022,"Morbius becomes pat and predictable, with so-so FX that look like something from an 'Underworld' flick from two decades ago."
m/morbius,Andre Meadows,FALSE,Black Nerd Comedy,Fresh,4/8/2022,"Is it a movie you should see? Honestly, yes."
m/morbius,Collin Garbarino,FALSE,WORLD,Rotten,4/8/2022,"These kinds of movies are supposed to be morality tales in which the protagonist comes to a tragic end. But a tragic end cant become a franchise, so Morbius flinches from its necessary conclusion, leaving an already confused movie without a payoff."
m/morbius,Louisa Moore,FALSE,Screen Zealots,Fresh,4/8/2022,"Doesn't deliver a lot of high notes, but it's not unwatchable (especially if you enjoy the vampire genre). Morbius is not as great as you'd hoped, but not as bad as you feared."
m/morbius,Nick Johnston,FALSE,Vanyaland,Rotten,4/8/2022,There's such little meat on the bone here plot-wise that it feels like everyone involved in the production got a checklist of beats that the studio wanted to hit and did their best to make that all that they did.
m/morbius,Olivia Gacka,FALSE,SciFiNow,Fresh,4/7/2022,"Overall, this is an entertaining movie. It sucks you in with the action and standout scenes between some of the characters. But, while Morbius has the makings of a great anti-hero revival, it wavers with the execution."
m/morbius,Jeremy Aspinall,FALSE,Radio Times,Rotten,4/7/2022,"Sadly, director Daniel Espinosa's action horror is itself drained of atmosphere, shocks and drama."
m/morbius,Daniel M. Kimmel,FALSE,North Shore Movies,Fresh,4/7/2022,Like the Venom films and unlike the MCU movies Morbius eschews the mythmaking of the Avengers for darkly comic horror.
m/morbius,Emmanuel Noisette,FALSE,The Movie Blog,Rotten,4/7/2022,Morbius is an incoherent and unoriginal film that doesn't make the best use of Jared Leto's talents.
m/morbius,Bennett Campbell Ferguson,FALSE,Willamette Week,Rotten,4/7/2022,"Jared Leto has been exquisitely vulnerable (Requiem for a Dream), exquisitely sinister (Blade Runner 2049) and exquisitely ridiculous (House of Gucci). Yet in Morbius, he's something he's never been before: disastrously dull."
m/morbius,Allen Adams,FALSE,The Maine Edge,Rotten,4/7/2022,"A mishmash of shoddy-looking effects work and oddball creative choices, a melange of nonsense that could have been somewhat forgiven if the movie was any fun ... but it isn't. In short, Morbius kind of sucks."
m/morbius,Richard Whittaker,TRUE,Austin Chronicle,Rotten,4/7/2022,"So many choices... just seem halfhearted. They're not terrible, but they're also not interesting."
m/morbius,Peter Hoskin,FALSE,Daily Mail (UK),Fresh,4/7/2022,"I'd gone into Morbius expecting a throwaway comicbook movie, but the director Daniel Espinosa and writers Matt Sazama and Burk Sharpless seem to have higher aspirations."
m/morbius,Rachel Wagner,FALSE,rachelsreviews.net,Rotten,4/7/2022,"It is dull and generic which is a real shame because the cast is talented and the premise has potential to be weird and exciting. In the end, its just forgettable."
m/morbius,Ian Simmons,FALSE,Kicking the Seat,Fresh,4/6/2022,"The further I get from it, the more its flaws seem crippling, but I admire the spirit that Espinosa and company brought to the project, which, Im convinced, was nearly destroyed by a meddlesome and cowardly studio."
m/morbius,Amanda Mazzillo,FALSE,Film Joy,Rotten,4/5/2022,"Morbius sometimes works great, but these memorable moments are spaced too sporadically throughout the film. It's worth watching to see the delightful performance from Matt Smith, who perfectly balances the campiest moments with the most emotional."
m/morbius,Brad Gullickson,FALSE,Film School Rejects,Rotten,4/5/2022,"Its hard to say if Morbius was doomed from the start, but after years of anticipating its tepid arrival, the final film earns a yawn as large as its protagonists unhinged snarl."
m/morbius,Jason Shawhan,FALSE,Nashville Scene,Rotten,4/5/2022,"Its unfair, but mostly accurate, to call Morbius a speed bump in the trajectory of comic book films."
m/morbius,Susan Granger,FALSE,SSG Syndicate,Rotten,4/5/2022,Ghoulish Gothic gloom....
m/morbius,Andy Lea,FALSE,Daily Express (UK),Rotten,4/5/2022,"Here's Jared Leto, ditched from the DC Extended Universe for his hammy take on The Joker, starring in his first solo movie for Marvel. It's the dullest film to ever carry that flickering logo."
m/morbius,Tim Brayton,FALSE,Alternate Ending,Rotten,4/5/2022,"Just plain miserable to sit through, offering almost nothing pleasurable either ironically or unironically."
m/morbius,Kevin A. Ranson,FALSE,MovieCrypt.com,Rotten,4/4/2022,"... we know where its been, where its going, and theres zero emotional impact when we get there without a hint of a denouement... a total DC-MurderVerse move to computer-animate the entire final battle climax..."
m/morbius,Mel Valentin,FALSE,That Shelf,Rotten,4/4/2022,"An often bored-looking Leto isnt helped by a formulaic, generic, cliche-ridden screenplay credited to Matt Sazama and Burk Sharpless. Anonymous, borderline competent direction comes thanks to Swedish-born Daniel Espinosas (Life, Safe House) ..."
m/morbius,Tori Preston,FALSE,Pajiba,Rotten,4/4/2022,Ultimately I'll say that the movie wasn't the trainwreck I was expecting... But I'd rather see a flaming disaster from a team of passionate creatives than a sanitized jigsaw puzzle assembled by a board of directors any day.
m/morbius,Esther Zuckerman,TRUE,Thrillist,Rotten,4/4/2022,"Like most April Fools' Day jokes, Morbius is not actually funny. It's not bad in the ha ha you have to see this it's so ridiculous kind of way. It just feels underbaked and lame -- and, sadly, not weird enough to be any kind of fun."
m/morbius,Micheal Compton,FALSE,Bowling Green Daily News,Rotten,4/4/2022,"As comic book movies go it's overwhelmingly underwhelming, a lifeless carcass of a film that serves its immediate purpose but inspires zero desire to have this character's story continue in future films."
m/morbius,Kyle Smith,FALSE,National Review,Rotten,4/4/2022,"Alas, the total quantity of wit in this movie is to a soupçon what Jared Leto is to Daniel Day-Lewis."
m/morbius,Sheraz Farooqi,FALSE,CinemaDebate,Rotten,4/4/2022,"Morbius ultimately feels less than the sum of its parts. While there might have been a good movie somewhere pre-reshoots, the film never finds its footing. That said, it's not nearly as bad as others pre-decided it would be."
m/morbius,Matthew Bond,FALSE,The Mail on Sunday (UK),Rotten,4/4/2022,"Morbius is dreadful, quite possibly the worst example of the comic-book, super-hero genre I've ever seen."
m/morbius,Wendy Ide,TRUE,Observer (UK),Rotten,4/4/2022,"[An] incoherent, vampire-themed Marvel offcut."
m/morbius,Edward Porter,FALSE,Sunday Times (UK),Rotten,4/4/2022,Leto is smoothly charismatic but is given nothing of interest to do.
m/morbius,Alci Rengifo,FALSE,Entertainment Voice,Rotten,4/4/2022,A blood-sucking example of why not everything ever published by Marvel Comics deserves a movie.
m/morbius,James Berardinelli,FALSE,ReelViews,Rotten,4/3/2022,"Despite only being a little over 90 minutes long, Morbius is a chore to sit through. It lacks imagination, zest, and a thrill of discovery."
m/morbius,Mark Meszoros,FALSE,"The News-Herald (Willoughby, OH)",Fresh,4/3/2022,Morbius is a surprisingly solid building block for Sony as it looks to expand its universe of heroes and villains.
m/morbius,Mathew DeKinder,FALSE,Mat's Entertainment,Rotten,4/3/2022,Morbius internal conflict is brushed aside and the movies central theme is abandoned and forgotten in a chaotic mass of special effects and a mad rush to set up more sequels.
m/morbius,Martin Tsai,FALSE,New York Sun,Rotten,4/3/2022,"Take the legacy character out of the equation, and this is virtually indistinguishable from any garden-variety horrorthriller released in the post-Oscars dumping ground."
m/morbius,Emma Kiely,FALSE,Collider,Rotten,4/2/2022,"Finally, a full year after its initial release date, it is finally seeing the light of day. And let me be the one to say: I could have happily waited another decade."
m/morbius,James Hanton,FALSE,Outtake Mag,Rotten,4/2/2022,"Between the lack of atmosphere, underdeveloped characters and questionable visuals, Morbius just doesnt know how to hold its audiences attention."
m/morbius,Preston Barta,FALSE,Denton Record-Chronicle,Fresh,4/2/2022,"Jared Leto trades in his clown shoes for fangs and, of course, its as silly and bad as you thought. However, its never not entertaining, and Matt Smith understood the assignment."
m/morbius,John Urbancich,FALSE,JMuvies,Rotten,4/2/2022,"Occasionally, it's not as ghastly as it might sound, mostly thanks to Leto's general gravitas and a supervillain (Matt Smith from The Crown) thoroughly enjoying his own personal discoveries."
m/morbius,Lisa Johnson Mandell,FALSE,AtHomeInHollywood.com,Rotten,4/2/2022,"Its a bit like a hastily and inexpertly assembled jigsaw puzzle. While the overall picture is obvious, the individual pieces dont fit into place, and after awhile, you stop caring."
m/morbius,Andre Hereford,FALSE,"Metro Weekly (Washington, DC)",Rotten,4/2/2022,"The misfiring Morbius at a certain point just stops firing, but not before it stops making sense."
m/morbius,Eddie Harrison,FALSE,film-authority.com,Rotten,4/2/2022,"...despite aspirations to Cronenbergian body-horror, Morbius' bloody action amounts to a lengthy thin-off between Leto and Smith..."
m/morbius,Noah Berlatsky,FALSE,NBC News THINK,Rotten,4/2/2022,"Although Dracula has long represented the outsider, Morbius spends the whole film trying to be more normal."
m/morbius,Lynn Venhaus,FALSE,Webster-Kirkwood Times,Fresh,4/1/2022,"More horror than hero, Morbius is as dark and brooding as The Batman, but with less style and substance. Yet, the themes and origin story are intriguing, and a different product than routine Marvel comic books-turned-movies."
m/morbius,Felix Vasquez Jr.,FALSE,Cinema Crazed,Rotten,4/1/2022,"A painfully boring, listless, tedious (slightly ableist) horror action film that never quite knows where it wants to go..."
m/morbius,Peter Gray,FALSE,The AU Review,Rotten,4/1/2022,"In short, going for the vampiric pun youd expect, this sucks."
m/morbius,Ryan Syrek,FALSE,"The Reader (Omaha, NE)",Rotten,4/1/2022,"An interesting choice: Every fight sequence or use of superpowers in Morbius is done under a fart cloud. Some may say its vampire mist or puff of smoke, but I know a plume of flatulence when I see it."
m/morbius,Nestor Bentancor,FALSE,Nestor Cine Desde Hollywood,Fresh,4/1/2022,"A mediocre mixed bag of a 90s B movie that, despite its many flaws, represents an acceptable introduction to Jared Leto's anti-hero."
m/morbius,Steven Prokopy,FALSE,Third Coast Review,Rotten,4/1/2022,"At this point, I think it's fair to say that any comic book character that has even the most remote stink of Spider-Man on them is fair game for a film adaptation (I'm looking at you, Venom movies), whether they deserve one or not."
m/morbius,Patrick McDonald,FALSE,"WBGR-FM (93.7 FM - Monroe, WI)",Fresh,4/1/2022,"Geez everybody, calm down. There is an essential question about the bodily handicaps in the story, which gives it some heft ... what is one willing to give away to get cured of a disease thats essentially a living death? Disgust for drinking blood? Cool."
m/morbius,Damond Fudge,FALSE,"KCCI (Des Moines, IA)",Rotten,4/1/2022,Morbius comes across as a dull exercise in how not to maintain property rights or entertain an audience.
m/morbius,Jeffrey M. Anderson,FALSE,Common Sense Media,Rotten,4/1/2022,"Humorless and as flat and as uninspired as the Venom movies were, this by-the-numbers comic book action movie seems to be operating entirely on auto-pilot, ticking off plot boxes as it goes."
m/morbius,Alex Abad-Santos,TRUE,Vox,Rotten,4/1/2022,"Morbius's greater fault is that it cleaves away the vampire mythology without replacing that mythology with anything fun, new, or particularly interesting."
